PID,PID3/4,HP1,HP2,HP3,CryoSleep,DB,DC,DC4/5,Side,D1,D2,D3,NormAge,VIP,NormRoomService,NormFoodCourt,NormShoppingMall,NormSpa,NromVRDeck,Transported
1,0,1,0,0,1,0,0,0,-1,0,0,1,-1.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,-1,0,1,0,-0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.47,-1,1.28,-0.28,0.01,-0.28,-0.21,0
1,0,0,1,0,1,0,0,0,-1,0,0,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,0,1,0.47,-1,0.98,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.87,-1,-0.33,-0.21,-0.29,0.97,-0.16,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,3.98,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.2,-1,-0.33,-0.28,2.94,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,0,0,0,1,1,0,0,0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,-1,0,0,0,1,1,0,0,-0.07,-1,0.13,0.1,5.33,-0.02,-0.27,1
1,0,1,0,0,1,0,0,0,1,0,1,0,0.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.4,-1,-0.26,0.4,-0.05,0.97,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,2.27,-1,-0.33,0.09,-0.29,-0.27,-0.25,0
1,0,0,1,0,1,0,0,0,1,1,0,0,-0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,0,1,0,0,0,1,1,0,0,0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.27,-1,-0.33,-0.19,0.04,-0.28,0.15,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.67,-1,-0.33,-0.12,0.45,-0.28,-0.27,1
0,1,1,0,0,-1,0,0,0,1,0,0,1,-0.47,-1,2.91,-0.26,-0.29,-0.28,-0.25,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-1.87,-1,0.99,-0.28,-0.29,-0.05,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.93,-1,1.15,-0.28,-0.28,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.6,-1,-0.02,-0.28,-0.28,-0.28,0.39,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.73,-1,-0.31,1.07,-0.29,-0.28,-0.23,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.93,-1,-0.33,-0.28,-0.29,-0.28,0.69,0
1,0,0,1,0,-1,0,0,0,-1,0,1,0,0.6,-1,-0.26,-0.23,0.94,-0.28,-0.26,0
1,0,0,0,1,-1,0,1,0,1,1,0,0,0.93,-1,-0.33,4.97,-0.29,-0.28,0.19,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.07,-1,-0.09,-0.28,1.41,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0,-1,-0.31,-0.28,1.87,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,1,1,1,0,0,0.67,-1,-0.33,3.37,-0.29,0.01,8.5,0
1,0,1,0,0,1,0,0,0,1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.93,-1,12.01,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,1,0,-1,0,0,0,-1,1,0,0,-1.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.27,-1,0.81,-0.28,-0.29,-0.28,-0.26,1
1,0,0,0,1,1,0,0,1,1,1,0,0,0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,1,-1,0.02,-0.28,-0.29,0.3,0.19,0
1,0,0,1,0,1,0,0,0,1,0,1,0,1.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,-0.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.07,-1,-0.33,0.15,-0.24,-0.11,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.6,-1,-0.33,-0.28,0.83,-0.28,-0.24,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,-1,1,0,0,-1.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,1,0,0,1.73,-1,-0.33,0.47,-0.29,-0.28,0.31,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.13,-1,-0.33,0.25,-0.28,-0.25,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.13,-1,-0.33,1.48,1.3,-0.28,-0.19,1
1,0,1,0,0,-1,0,0,0,-1,0,1,0,-0.33,-1,0.19,-0.01,0.59,-0.25,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,0,1,0,0,0.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.67,-1,-0.33,-0.28,-0.29,0.47,-0.19,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.26,1
1,0,1,0,0,1,0,0,0,1,0,0,1,-1.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,1,1,0,0,-1.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.07,-1,-0.33,-0.28,0.66,-0.28,-0.15,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.47,-1,2.57,-0.28,-0.26,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,1,0,0,-0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.2,-1,0.6,-0.28,0.25,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,0,1,0,0,0.27,-1,-0.33,-0.03,-0.28,3.29,0.42,0
1,0,0,0,1,-1,1,0,0,-1,1,0,0,0.8,-1,-0.33,-0.07,-0.29,-0.28,1.26,0
0,1,0,0,1,-1,1,0,0,-1,1,0,0,0.93,-1,3.35,6.86,-0.29,1.42,0.13,1
0,1,0,0,1,1,1,0,0,-1,1,0,0,0,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,0,0,0,1,1,0,0,0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,1,0,0,1,0,0,1,1.33,1,-0.33,1.3,-0.15,-0.27,-0.26,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.4,-1,-0.33,-0.28,1.05,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.07,-1,-0.2,-0.18,0.42,-0.07,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,-1,1,0,0,0.33,-1,-0.33,1.11,-0.29,-0.27,0.09,1
1,0,0,0,0,-1,0,0,0,-1,1,0,0,0.73,-1,-0.33,1.18,-0.29,-0.22,6,0
1,0,0,0,1,1,0,0,0,-1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,-1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.07,-1,-0.33,-0.28,-0.29,0.35,-0.21,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.67,-1,-0.24,0.09,-0.21,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,2.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.47,-1,0.84,-0.28,0.2,-0.28,-0.25,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,2.2,1,3.59,-0.07,-0.28,0.01,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,1.13,-1,3.17,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,1,1,0,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.53,-1,4.23,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.6,-1,-0.33,-0.27,0.93,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,1,0,1.27,-1,-0.17,-0.02,-0.08,-0.26,-0.22,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,0,0,0,0.4,-1,-0.33,-0.27,-0.29,0.23,-0.08,0
1,0,0,0,1,1,0,1,0,1,0,0,1,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.13,-1,0.4,-0.28,-0.29,-0.28,0.15,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.2,-1,-0.33,-0.28,-0.13,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.53,-1,-0.33,-0.02,0.06,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,1,0,0,1.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.93,-1,1.45,-0.28,-0.28,-0.28,-0.2,0
1,0,1,0,0,1,0,0,0,1,0,0,1,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,0,0,1,0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,0,0,0.87,-1,-0.33,-0.28,-0.29,-0.28,0.28,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.4,-1,6.53,-0.28,-0.29,-0.28,-0.22,0
1,0,0,0,1,1,1,0,0,-1,1,0,0,-0.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,-1,1,0,0,-0.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.93,-1,-0.25,0.77,-0.29,-0.28,-0.15,1
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.07,-1,1.94,-0.28,-0.21,-0.26,-0.15,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,0.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.08,0.24,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,2,-1,-0.33,0.33,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-0.47,-1,0.15,-0.28,-0.27,-0.18,-0.11,0
1,0,0,0,1,-1,1,0,0,1,1,0,0,0.67,-1,-0.33,6.19,-0.29,13.33,1.65,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.67,-1,5.36,-0.28,-0.02,-0.26,-0.16,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.6,-1,-0.33,-0.14,0.83,-0.28,-0.26,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,-1,1,0,0,-1.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.53,-1,-0.33,-0.28,-0.29,-0.01,-0.19,0
1,0,0,0,1,1,0,1,0,-1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.6,-1,-0.31,-0.19,0.42,-0.28,-0.06,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.2,-1,-0.23,-0.28,-0.29,-0.28,0.6,0
1,0,1,0,0,1,0,0,0,1,1,0,0,1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,0,0,1,1.4,-1,-0.19,-0.28,0.38,-0.1,-0.18,0
1,0,1,0,0,1,0,0,0,1,0,0,1,-1.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-1.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,-1,1,0,0,0.73,-1,-0.33,-0.28,-0.28,0.53,-0.27,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.33,-1,-0.33,-0.28,-0.28,0.69,-0.27,0
0,1,0,1,0,-1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.73,-1,0.34,-0.28,1.15,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,0,1,0,-0.2,-1,1.42,-0.28,0.91,-0.28,-0.27,0
1,0,0,0,1,-1,0,0,1,-1,1,0,0,0.53,-1,-0.33,0.33,-0.29,0.44,0.25,0
1,0,1,0,0,-1,0,0,0,-1,0,1,0,1.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,-0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,1,1,0,0,1.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,-1,0,0,1,1.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,-1,0,0,1,-1.87,-1,-0.33,1.24,-0.29,0.52,0.13,1
1,0,0,0,1,1,0,1,0,1,1,0,0,1.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.07,-1,-0.33,-0.28,-0.18,-0.28,0.37,0
1,0,0,0,1,-1,0,1,0,1,0,0,1,-1.87,-1,-0.33,0.79,-0.27,0.74,-0.16,1
1,0,1,0,0,1,0,0,0,-1,0,1,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,0,1,0,0,0,-1,0,0,1,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.07,-1,1.17,-0.28,-0.06,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,-1,1,0,0,-1.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,1,0,-1,0,0,0,-1,1,0,0,-0.73,-1,1.08,-0.28,0.22,-0.12,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-1,-1,-0.01,-0.28,-0.29,-0.24,0.4,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0.47,-1,-0.09,-0.16,-0.29,-0.27,0.08,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.47,-1,0.28,-0.11,-0.29,-0.28,-0.14,0
1,0,1,0,0,-1,0,0,0,1,0,0,1,-0.47,-1,-0.33,-0.25,-0.29,-0.28,1.47,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0.67,-1,2.2,-0.28,-0.29,-0.26,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,-1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,-1,1,0,0,-0.2,-1,-0.13,-0.23,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.8,-1,-0.33,-0.28,-0.29,-0.28,0.73,0
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-1.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,0,0,1,-0.47,-1,3.4,-0.28,-0.09,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.33,-1,1.69,-0.23,-0.29,-0.28,-0.27,0
0,1,0,1,0,-1,0,0,0,1,1,0,0,0.33,-1,2.89,-0.27,0.02,-0.28,-0.27,0
0,1,0,1,0,1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.87,-1,1.72,-0.28,0.21,-0.24,0.66,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.8,-1,1.19,-0.28,0.08,-0.07,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,0.93,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.53,-1,2.01,-0.28,-0.29,-0.27,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,1,0,1,0,0,0,1,1,0,0,-0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.28,0.82,-0.28,-0.26,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.27,1,-0.03,-0.28,-0.28,1.2,-0.27,0
1,0,1,0,0,1,0,0,0,-1,0,1,0,2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,0.37,-0.2,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.13,-1,-0.19,-0.28,-0.29,1.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.27,-1,-0.24,-0.28,0.14,1.03,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,1,-1,-0.33,0.27,-0.29,-0.28,-0.27,0
1,0,0,0,1,1,1,0,0,-1,1,0,0,0.93,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,0,1,0,0,0.6,-1,0.73,-0.28,-0.29,-0.2,0.02,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,-1,0,0,1,0.33,-1,-0.33,0.5,-0.29,4.09,0.74,0
1,0,0,0,0,-1,0,0,0,1,1,0,0,-0.67,-1,0.19,-0.28,0.86,-0.02,-0.27,0
1,0,1,0,0,1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
